evidence,gocategory,id,pubmed,qualifier,term,gene,ontology,category
HDA,,GO:0003723,22681889,enables,RNA binding,EIF5,MF,MF
IBA,,GO:0003743,,enables,translation initiation factor activity,EIF5,MF,MF
IEA,,GO:0003743,,enables,translation initiation factor activity,EIF5,MF,MF
IBA,,GO:0005092,,enables,GDP-dissociation inhibitor activity,EIF5,MF,MF
IEA,,GO:0005096,,enables,GTPase activator activity,EIF5,MF,MF
IPI,,GO:0005515,"[21745818, 22813744, 24319994, 24658146, 25416956, 30211544, 32296183, 32814053]",enables,protein binding,EIF5,MF,MF
IEA,,GO:0005525,,enables,GTP binding,EIF5,MF,MF
HDA,,GO:0045296,25468996,enables,cadherin binding,EIF5,MF,MF
IBA,,GO:0071074,,enables,eukaryotic initiation factor eIF2 binding,EIF5,MF,MF
IDA,,GO:0003682,25990725,enables,chromatin binding,GRWD1,MF,MF
IDA,,GO:0003688,25990725,enables,DNA replication origin binding,GRWD1,MF,MF
HDA,,GO:0003723,"[22658674, 22681889]",enables,RNA binding,GRWD1,MF,MF
IPI,,GO:0005515,"[17041588, 18832067, 23349634, 25990725]",enables,protein binding,GRWD1,MF,MF
IDA,,GO:0042393,25990725,enables,histone binding,GRWD1,MF,MF
HDA,,GO:0003723,"[22658674, 22681889]",enables,RNA binding,ESF1,MF,MF
IBA,,GO:0003723,,enables,RNA binding,ESF1,MF,MF
IDA,,GO:0001734,"[28525753, 30197297, 30197299, 33428944]",enables,mRNA m(6)A methyltransferase activity,METTL16,MF,MF
IEA,,GO:0001734,,enables,mRNA m(6)A methyltransferase activity,METTL16,MF,MF
HDA,,GO:0003723,"[22658674, 22681889]",enables,RNA binding,METTL16,MF,MF
IDA,,GO:0003723,"[27872311, 30197299]",enables,RNA binding,METTL16,MF,MF
IEA,,GO:0003723,,enables,RNA binding,METTL16,MF,MF
IEA,,GO:0008168,,enables,methyltransferase activity,METTL16,MF,MF
IEA,,GO:0016740,,enables,transferase activity,METTL16,MF,MF
IDA,,GO:0030629,"[28525753, 29051200]",enables,U6 snRNA 3'-end binding,METTL16,MF,MF
IDA,,GO:0035613,28525753,enables,RNA stem-loop binding,METTL16,MF,MF
IDA,,GO:0120048,"[28525753, 29051200, 32266935]",enables,U6 snRNA (adenine-(43)-N(6))-methyltransferase activity,METTL16,MF,MF
IEA,,GO:0120048,,enables,U6 snRNA (adenine-(43)-N(6))-methyltransferase activity,METTL16,MF,MF
,,,,,,CYSTM1,MF,
,,,,,,CEP76,MF,
IEA,,GO:0000166,,enables,nucleotide binding,CRCP,MF,MF
IEA,,GO:0001635,,enables,calcitonin gene-related peptide receptor activity,CRCP,MF,MF
IDA,,GO:0003899,12482973,enables,DNA-directed RNA polymerase activity,CRCP,MF,MF
IPI,,GO:0005515,"[25416956, 32296183]",enables,protein binding,CRCP,MF,MF
IBA,,GO:0005048,,enables,signal sequence binding,SEC61A2,MF,MF
IPI,,GO:0005515,"[30021884, 35271311]",enables,protein binding,SEC61A2,MF,MF
IBA,,GO:0008320,,enables,protein transmembrane transporter activity,SEC61A2,MF,MF
IBA,,GO:0043022,,enables,ribosome binding,SEC61A2,MF,MF
IEA,,GO:0043022,,enables,ribosome binding,SEC61A2,MF,MF
IEA,,GO:0003676,,enables,nucleic acid binding,SRSF6,MF,MF
HDA,,GO:0003723,"[22658674, 22681889]",enables,RNA binding,SRSF6,MF,MF
IDA,,GO:0003723,24440982,enables,RNA binding,SRSF6,MF,MF
IEA,,GO:0003723,,enables,RNA binding,SRSF6,MF,MF
IBA,,GO:0003729,,enables,mRNA binding,SRSF6,MF,MF
IPI,,GO:0005515,"[16189514, 23602568, 25416956, 31515488, 32296183, 33961781]",enables,protein binding,SRSF6,MF,MF
IDA,,GO:0036002,12549914,enables,pre-mRNA binding,SRSF6,MF,MF
IEA,,GO:0001965,,enables,G-protein alpha-subunit binding,RGS14,MF,MF
IEA,,GO:0003924,,enables,GTPase activity,RGS14,MF,MF
TAS,,GO:0003924,,enables,GTPase activity,RGS14,MF,MF
IDA,,GO:0005092,15917656,enables,GDP-dissociation inhibitor activity,RGS14,MF,MF
IEA,,GO:0005092,,enables,GDP-dissociation inhibitor activity,RGS14,MF,MF
IBA,,GO:0005096,,enables,GTPase activator activity,RGS14,MF,MF
IDA,,GO:0005096,15917656,enables,GTPase activator activity,RGS14,MF,MF
IEA,,GO:0005096,,enables,GTPase activator activity,RGS14,MF,MF
TAS,,GO:0005096,9168931,enables,GTPase activator activity,RGS14,MF,MF
IPI,,GO:0005515,"[21044950, 21988832, 32296183, 33961781]",enables,protein binding,RGS14,MF,MF
IDA,,GO:0008017,15917656,enables,microtubule binding,RGS14,MF,MF
IEA,,GO:0008017,,enables,microtubule binding,RGS14,MF,MF
IEA,,GO:0019901,,enables,protein kinase binding,RGS14,MF,MF
IEA,,GO:0030159,,enables,signaling receptor complex adaptor activity,RGS14,MF,MF
ISS,,GO:0030159,,enables,signaling receptor complex adaptor activity,RGS14,MF,MF
IEA,,GO:0030695,,enables,GTPase regulator activity,RGS14,MF,MF
IEA,,GO:0032794,,enables,GTPase activating protein binding,RGS14,MF,MF
IBA,,GO:0003723,,enables,RNA binding,CWC22,MF,MF
IDA,,GO:0003723,11991638,enables,RNA binding,CWC22,MF,MF
IEA,,GO:0003723,,enables,RNA binding,CWC22,MF,MF
IPI,,GO:0005515,"[22365833, 22961380, 23084401, 23236153, 29997244, 32296183]",enables,protein binding,CWC22,MF,MF
IEA,,GO:0000166,,enables,nucleotide binding,RABL3,MF,MF
IBA,,GO:0003924,,enables,GTPase activity,RABL3,MF,MF
IPI,,GO:0005515,31406347,enables,protein binding,RABL3,MF,MF
IEA,,GO:0005525,,enables,GTP binding,RABL3,MF,MF
ISS,,GO:0005525,,enables,GTP binding,RABL3,MF,MF
IEA,,GO:0042803,,enables,protein homodimerization activity,RABL3,MF,MF
ISS,,GO:0042803,,enables,protein homodimerization activity,RABL3,MF,MF
IDA,,GO:0004145,15283699,NOT enables,diamine N-acetyltransferase activity,SAT2,MF,MF
IDA,,GO:0004145,12803540,enables,diamine N-acetyltransferase activity,SAT2,MF,MF
IPI,,GO:0005515,"[16189514, 31515488, 32296183, 33961781]",enables,protein binding,SAT2,MF,MF
IBA,,GO:0008080,,enables,N-acetyltransferase activity,SAT2,MF,MF
IDA,,GO:0008080,15283699,enables,N-acetyltransferase activity,SAT2,MF,MF
IEA,,GO:0016740,,enables,transferase activity,SAT2,MF,MF
IEA,,GO:0016746,,enables,acyltransferase activity,SAT2,MF,MF
IEA,,GO:0016747,,enables,"acyltransferase activity, transferring groups other than amino-acyl groups",SAT2,MF,MF
IPI,,GO:0042802,"[25416956, 31515488, 32296183]",enables,identical protein binding,SAT2,MF,MF
IPI,,GO:0005515,"[14980502, 25416956, 28514442, 32296183, 33961781]",enables,protein binding,DPH3,MF,MF
ISS,,GO:0008198,,enables,ferrous iron binding,DPH3,MF,MF
ISS,,GO:0034986,,enables,iron chaperone activity,DPH3,MF,MF
IEA,,GO:0046872,,enables,metal ion binding,DPH3,MF,MF
IDA,,GO:0002039,15109303,enables,p53 binding,CDKN2AIP,MF,MF
IEA,,GO:0003723,,enables,RNA binding,CDKN2AIP,MF,MF
IPI,,GO:0005515,"[12581788, 24825908, 26496610, 33961781, 34591612]",enables,protein binding,CDKN2AIP,MF,MF
IEA,,GO:0004721,,enables,phosphoprotein phosphatase activity,DUSP12,MF,MF
IEA,,GO:0004722,,enables,protein serine/threonine phosphatase activity,DUSP12,MF,MF
IEA,,GO:0004725,,enables,protein tyrosine phosphatase activity,DUSP12,MF,MF
TAS,,GO:0004725,10446167,enables,protein tyrosine phosphatase activity,DUSP12,MF,MF
IPI,,GO:0005515,"[16189514, 21516116, 25416956, 31515488, 32296183]",enables,protein binding,DUSP12,MF,MF
IBA,,GO:0008138,,enables,protein tyrosine/serine/threonine phosphatase activity,DUSP12,MF,MF
IEA,,GO:0008138,,enables,protein tyrosine/serine/threonine phosphatase activity,DUSP12,MF,MF
IDA,,GO:0008270,10446167,enables,zinc ion binding,DUSP12,MF,MF
TAS,,GO:0008270,10446167,enables,zinc ion binding,DUSP12,MF,MF
IEA,,GO:0016787,,enables,hydrolase activity,DUSP12,MF,MF
IDA,,GO:0016791,"[10446167, 24531476]",enables,phosphatase activity,DUSP12,MF,MF
IEA,,GO:0016791,,enables,phosphatase activity,DUSP12,MF,MF
IEA,,GO:0019900,,enables,kinase binding,DUSP12,MF,MF
IEA,,GO:0046872,,enables,metal ion binding,DUSP12,MF,MF
IBA,,GO:0000976,,enables,transcription cis-regulatory region binding,ARID4A,MF,MF
IDA,,GO:0003677,15640446,enables,DNA binding,ARID4A,MF,MF
IEA,,GO:0003677,,enables,DNA binding,ARID4A,MF,MF
IEA,,GO:0003690,,enables,double-stranded DNA binding,ARID4A,MF,MF
IEA,,GO:0000166,,enables,nucleotide binding,HELQ,MF,MF
IEA,,GO:0003676,,enables,nucleic acid binding,HELQ,MF,MF
IEA,,GO:0003677,,enables,DNA binding,HELQ,MF,MF
IEA,,GO:0004386,,enables,helicase activity,HELQ,MF,MF
IPI,,GO:0005515,24005329,enables,protein binding,HELQ,MF,MF
IEA,,GO:0005524,,enables,ATP binding,HELQ,MF,MF
IEA,,GO:0016787,,enables,hydrolase activity,HELQ,MF,MF
IEA,,GO:0016853,,enables,isomerase activity,HELQ,MF,MF
IEA,,GO:0016887,,enables,ATP hydrolysis activity,HELQ,MF,MF
IDA,,GO:1990518,"[11751861, 34316696, 34937945]",enables,single-stranded 3'-5' DNA helicase activity,HELQ,MF,MF
IBA,,GO:0000976,,enables,transcription cis-regulatory region binding,TAF2,MF,MF
IEA,,GO:0000976,,enables,transcription cis-regulatory region binding,TAF2,MF,MF
IMP,,GO:0000976,10409744,enables,transcription cis-regulatory region binding,TAF2,MF,MF
IBA,,GO:0003682,,enables,chromatin binding,TAF2,MF,MF
IPI,,GO:0005515,"[9418870, 32296183]",enables,protein binding,TAF2,MF,MF
IBA,,GO:0016251,,contributes_to,RNA polymerase II general transcription initiation factor activity,TAF2,MF,MF
IC,,GO:0016251,29111974,enables,RNA polymerase II general transcription initiation factor activity,TAF2,MF,MF
IPI,,GO:0005515,"[24722188, 25416956, 31515488, 32296183, 36631436]",enables,protein binding,HAPSTR1,MF,MF
IPI,,GO:0031625,35776542,enables,ubiquitin protein ligase binding,HAPSTR1,MF,MF
IEA,,GO:0000166,,enables,nucleotide binding,HRAS,MF,MF
IBA,,GO:0003924,,enables,GTPase activity,HRAS,MF,MF
IDA,,GO:0003924,9178006,enables,GTPase activity,HRAS,MF,MF
IEA,,GO:0003924,,enables,GTPase activity,HRAS,MF,MF
IMP,,GO:0003924,9230043,enables,GTPase activity,HRAS,MF,MF
TAS,,GO:0003924,,enables,GTPase activity,HRAS,MF,MF
IEA,,GO:0003925,,enables,G protein activity,HRAS,MF,MF
IPI,,GO:0005515,"[2122974, 8332187, 8670882, 9144171, 9219684, 9447984, 9488663, 9690470, 10369681, 10608844, 11022048, 11335720, 11598133, 11857081, 11980706, 12620389, 12628188, 14500341, 14724641, 15507210, 15886098, 16316996, 16698549, 16810318, 17084389, 17540175, 18073111, 18273062, 18454158, 18596699, 19063885, 19141281, 19222999, 19696784, 20080631, 20133692, 20133694, 20178605, 20936779, 22020336, 22169110, 24412244, 24441586, 24929361, 25241761, 25684575, 26165597, 26635368, 28514442, 30194290, 30518913, 32296183, 32814053, 33961781, 34591612, 34591642, 35512704]",enables,protein binding,HRAS,MF,MF
IBA,,GO:0005525,,enables,GTP binding,HRAS,MF,MF
IDA,,GO:0005525,"[14500341, 17260967]",enables,GTP binding,HRAS,MF,MF
IEA,,GO:0005525,,enables,GTP binding,HRAS,MF,MF
IMP,,GO:0005525,9230043,enables,GTP binding,HRAS,MF,MF
IEA,,GO:0016787,,enables,hydrolase activity,HRAS,MF,MF
IBA,,GO:0019003,,enables,GDP binding,HRAS,MF,MF
IMP,,GO:0019003,"[8142349, 9230043]",enables,GDP binding,HRAS,MF,MF
IEA,,GO:0043495,,enables,membrane-membrane adaptor activity,HRAS,MF,MF
IDA,,GO:0160185,11022048,enables,phospholipase C activator activity,HRAS,MF,MF
IEA,,GO:0003677,,enables,DNA binding,PAXBP1,MF,MF
IEA,,GO:1990226,,enables,histone methyltransferase binding,PAXBP1,MF,MF
IEA,,GO:0003677,,enables,DNA binding,IFT57,MF,MF
IPI,,GO:0005515,"[11788820, 18188704, 24705354, 31637240, 32296183, 32814053]",enables,protein binding,IFT57,MF,MF
IEA,,GO:0004842,,enables,ubiquitin-protein transferase activity,LTN1,MF,MF
IPI,,GO:0005515,21903422,enables,protein binding,LTN1,MF,MF
IEA,,GO:0008270,,enables,zinc ion binding,LTN1,MF,MF
IEA,,GO:0016740,,enables,transferase activity,LTN1,MF,MF
IBA,,GO:0043023,,enables,ribosomal large subunit binding,LTN1,MF,MF
IEA,,GO:0046872,,enables,metal ion binding,LTN1,MF,MF
IBA,,GO:0061630,,enables,ubiquitin protein ligase activity,LTN1,MF,MF
IDA,,GO:0061630,25578875,enables,ubiquitin protein ligase activity,LTN1,MF,MF
IEA,,GO:0061630,,enables,ubiquitin protein ligase activity,LTN1,MF,MF
IBA,,GO:0004408,,enables,holocytochrome-c synthase activity,HCCS,MF,MF
IDA,,GO:0004408,23150584,enables,holocytochrome-c synthase activity,HCCS,MF,MF
IEA,,GO:0004408,,enables,holocytochrome-c synthase activity,HCCS,MF,MF
TAS,,GO:0004408,8661044,enables,holocytochrome-c synthase activity,HCCS,MF,MF
IPI,,GO:0005515,"[28514442, 32296183, 32814053, 33961781]",enables,protein binding,HCCS,MF,MF
IEA,,GO:0016829,,enables,lyase activity,HCCS,MF,MF
IDA,,GO:0020037,23150584,enables,heme binding,HCCS,MF,MF
IEA,,GO:0046872,,enables,metal ion binding,HCCS,MF,MF
IBA,,GO:0000014,,enables,single-stranded DNA endodeoxyribonuclease activity,ERCC4,MF,MF
IEA,,GO:0001094,,enables,TFIID-class transcription factor complex binding,ERCC4,MF,MF
IDA,,GO:0003677,14734547,contributes_to,DNA binding,ERCC4,MF,MF
IEA,,GO:0003677,,enables,DNA binding,ERCC4,MF,MF
IBA,,GO:0003684,,enables,damaged DNA binding,ERCC4,MF,MF
IMP,,GO:0003684,11790111,enables,damaged DNA binding,ERCC4,MF,MF
IBA,,GO:0003697,,enables,single-stranded DNA binding,ERCC4,MF,MF
IDA,,GO:0003697,10413517,enables,single-stranded DNA binding,ERCC4,MF,MF
IEA,,GO:0003697,,enables,single-stranded DNA binding,ERCC4,MF,MF
IEA,,GO:0004518,,enables,nuclease activity,ERCC4,MF,MF
IEA,,GO:0004519,,enables,endonuclease activity,ERCC4,MF,MF
IDA,,GO:0004520,8797827,contributes_to,DNA endonuclease activity,ERCC4,MF,MF
IDA,,GO:0004520,"[10413517, 14734547]",enables,DNA endonuclease activity,ERCC4,MF,MF
IEA,,GO:0004520,,enables,DNA endonuclease activity,ERCC4,MF,MF
IMP,,GO:0004520,17055345,enables,DNA endonuclease activity,ERCC4,MF,MF
IPI,,GO:0005515,"[7559382, 9722633, 12571280, 14690602, 14734547, 16338413, 17055345, 17289582, 18812185, 19595721, 19595722, 19596235, 19596236, 24012755, 24780295, 28514442, 32296183, 33961781]",enables,protein binding,ERCC4,MF,MF
IDA,,GO:0010521,18812185,NOT enables,telomerase inhibitor activity,ERCC4,MF,MF
IEA,,GO:0016787,,enables,hydrolase activity,ERCC4,MF,MF
IPI,,GO:0042802,22483113,enables,identical protein binding,ERCC4,MF,MF
IMP,,GO:1990599,14690602,contributes_to,3' overhang single-stranded DNA endodeoxyribonuclease activity,ERCC4,MF,MF
IEA,,GO:1990841,,enables,promoter-specific chromatin binding,ERCC4,MF,MF
HDA,,GO:0003723,"[22658674, 22681889]",enables,RNA binding,GAR1,MF,MF
IEA,,GO:0003723,,enables,RNA binding,GAR1,MF,MF
IPI,,GO:0003723,"[10757788, 18082603, 20351177]",enables,RNA binding,GAR1,MF,MF
IPI,,GO:0005515,23685356,enables,protein binding,GAR1,MF,MF
IBA,,GO:0034513,,enables,box H/ACA snoRNA binding,GAR1,MF,MF
IPI,,GO:0034513,10757788,enables,box H/ACA snoRNA binding,GAR1,MF,MF
IPI,,GO:0070034,"[10757788, 18082603, 20351177]",enables,telomerase RNA binding,GAR1,MF,MF
HDA,,GO:0003723,"[22658674, 22681889]",enables,RNA binding,CHTOP,MF,MF
IEA,,GO:0003723,,enables,RNA binding,CHTOP,MF,MF
IPI,,GO:0005515,"[14667819, 19858291, 23299939, 23602568, 25284789, 25416956, 30021884, 32296183, 32707033, 33961781, 37020021]",enables,protein binding,CHTOP,MF,MF
IBA,,GO:0008327,,enables,methyl-CpG binding,CHTOP,MF,MF
IDA,,GO:0008327,25284789,enables,methyl-CpG binding,CHTOP,MF,MF
IEA,,GO:0000166,,enables,nucleotide binding,UBE2S,MF,MF
IDA,,GO:0004842,"[19820702, 19822757]",contributes_to,ubiquitin-protein transferase activity,UBE2S,MF,MF
IDA,,GO:0004842,20061386,enables,ubiquitin-protein transferase activity,UBE2S,MF,MF
IPI,,GO:0005515,"[23708001, 32814053]",enables,protein binding,UBE2S,MF,MF
IEA,,GO:0005524,,enables,ATP binding,UBE2S,MF,MF
IPI,,GO:0010997,23708001,enables,anaphase-promoting complex binding,UBE2S,MF,MF
IEA,,GO:0016740,,enables,transferase activity,UBE2S,MF,MF
IEA,,GO:0019787,,enables,ubiquitin-like protein transferase activity,UBE2S,MF,MF
IBA,,GO:0061631,,enables,ubiquitin conjugating enzyme activity,UBE2S,MF,MF
IDA,,GO:0061631,"[21376237, 27910872]",enables,ubiquitin conjugating enzyme activity,UBE2S,MF,MF
IEA,,GO:0061631,,enables,ubiquitin conjugating enzyme activity,UBE2S,MF,MF
IPI,,GO:0005515,"[32296183, 32814053]",enables,protein binding,PRPF39,MF,MF
IBA,,GO:0030627,,contributes_to,pre-mRNA 5'-splice site binding,PRPF39,MF,MF
,,,,,,PRPF38B,MF,
IPI,,GO:0005515,"[19463981, 19688755, 24344204, 25416956, 25910212, 27499296, 32296183, 32814053, 33635491, 33961781]",enables,protein binding,NDUFAF4,MF,MF
IEA,,GO:0005516,,enables,calmodulin binding,NDUFAF4,MF,MF
IBA,,GO:0004045,,enables,peptidyl-tRNA hydrolase activity,PTRH2,MF,MF
IEA,,GO:0004045,,enables,peptidyl-tRNA hydrolase activity,PTRH2,MF,MF
IMP,,GO:0004045,14660562,enables,peptidyl-tRNA hydrolase activity,PTRH2,MF,MF
IPI,,GO:0005515,"[15006356, 21383007, 22952044, 28514442, 33961781]",enables,protein binding,PTRH2,MF,MF
IEA,,GO:0016787,,enables,hydrolase activity,PTRH2,MF,MF
IPI,,GO:0005515,"[25036637, 27561354, 33199366, 33961781, 35219381]",enables,protein binding,KLHL15,MF,MF
IDA,,GO:1990756,"[27561354, 35219381]",enables,ubiquitin-like ligase-substrate adaptor activity,KLHL15,MF,MF
IEA,,GO:0000976,,enables,transcription cis-regulatory region binding,PAX6,MF,MF
ISS,,GO:0000976,,enables,transcription cis-regulatory region binding,PAX6,MF,MF
IBA,,GO:0000978,,enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,PAX6,MF,MF
IDA,,GO:0000978,"[20592023, 24802670]",enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,PAX6,MF,MF
IEA,,GO:0000978,,enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,PAX6,MF,MF
IEA,,GO:0000979,,enables,RNA polymerase II core promoter sequence-specific DNA binding,PAX6,MF,MF
IBA,,GO:0000981,,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",PAX6,MF,MF
IDA,,GO:0000981,20592023,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",PAX6,MF,MF
IEA,,GO:0000981,,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",PAX6,MF,MF
ISA,,GO:0000981,,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",PAX6,MF,MF
IEA,,GO:0001221,,enables,transcription coregulator binding,PAX6,MF,MF
ISS,,GO:0001221,,enables,transcription coregulator binding,PAX6,MF,MF
IEA,,GO:0001227,,enables,"DNA-binding transcription repressor activity, RNA polymerase II-specific",PAX6,MF,MF
IDA,,GO:0001228,24802670,enables,"DNA-binding transcription activator activity, RNA polymerase II-specific",PAX6,MF,MF
IEA,,GO:0001228,,enables,"DNA-binding transcription activator activity, RNA polymerase II-specific",PAX6,MF,MF
IEA,,GO:0003677,,enables,DNA binding,PAX6,MF,MF
TAS,,GO:0003677,10441571,enables,DNA binding,PAX6,MF,MF
IEA,,GO:0003682,,enables,chromatin binding,PAX6,MF,MF
IEA,,GO:0003700,,enables,DNA-binding transcription factor activity,PAX6,MF,MF
TAS,,GO:0003700,"[10441571, 10747901]",enables,DNA-binding transcription factor activity,PAX6,MF,MF
IEA,,GO:0003723,,enables,RNA binding,PAX6,MF,MF
IPI,,GO:0005515,"[16098226, 21084637, 32296183]",enables,protein binding,PAX6,MF,MF
IEA,,GO:0019901,,enables,protein kinase binding,PAX6,MF,MF
ISS,,GO:0019901,,enables,protein kinase binding,PAX6,MF,MF
IEA,,GO:0031490,,enables,chromatin DNA binding,PAX6,MF,MF
IEA,,GO:0031625,,enables,ubiquitin protein ligase binding,PAX6,MF,MF
IEA,,GO:0035035,,enables,histone acetyltransferase binding,PAX6,MF,MF
ISS,,GO:0035035,,enables,histone acetyltransferase binding,PAX6,MF,MF
IEA,,GO:0043565,,enables,sequence-specific DNA binding,PAX6,MF,MF
IEA,,GO:0070410,,enables,co-SMAD binding,PAX6,MF,MF
IEA,,GO:0070412,,enables,R-SMAD binding,PAX6,MF,MF
IPI,,GO:0070412,17251190,enables,R-SMAD binding,PAX6,MF,MF
IEA,,GO:0071837,,enables,HMG box domain binding,PAX6,MF,MF
IDA,,GO:1990837,28473536,enables,sequence-specific double-stranded DNA binding,PAX6,MF,MF
,,,,,,RAB5IF,MF,
,,,,,,LTV1,MF,
,,,,,,DNAJC25,MF,
IEA,,GO:0000900,,enables,mRNA regulatory element binding translation repressor activity,RARA,MF,MF
IEA,,GO:0000976,,enables,transcription cis-regulatory region binding,RARA,MF,MF
IDA,,GO:0000977,19917671,enables,RNA polymerase II transcription regulatory region sequence-specific DNA binding,RARA,MF,MF
IEA,,GO:0000977,,enables,RNA polymerase II transcription regulatory region sequence-specific DNA binding,RARA,MF,MF
IBA,,GO:0000978,,enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,RARA,MF,MF
IDA,,GO:0000978,"[20080953, 21131358]",enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,RARA,MF,MF
IMP,,GO:0000978,28122350,enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,RARA,MF,MF
ISA,,GO:0000981,,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",RARA,MF,MF
IMP,,GO:0001217,28122350,enables,DNA-binding transcription repressor activity,RARA,MF,MF
IEA,,GO:0001223,,enables,transcription coactivator binding,RARA,MF,MF
IPI,,GO:0001223,17641689,enables,transcription coactivator binding,RARA,MF,MF
IDA,,GO:0001972,2825025,enables,retinoic acid binding,RARA,MF,MF
IEA,,GO:0003677,,enables,DNA binding,RARA,MF,MF
IDA,,GO:0003682,20080953,enables,chromatin binding,RARA,MF,MF
IDA,,GO:0003700,"[18922886, 20413580]",enables,DNA-binding transcription factor activity,RARA,MF,MF
IEA,,GO:0003700,,enables,DNA-binding transcription factor activity,RARA,MF,MF
IBA,,GO:0004879,,enables,nuclear receptor activity,RARA,MF,MF
IDA,,GO:0004879,"[2825025, 21131358]",enables,nuclear receptor activity,RARA,MF,MF
IEA,,GO:0004879,,enables,nuclear receptor activity,RARA,MF,MF
